id,mod_id,courseID,mod_type,name,order,childOrder,treelevel,chpModPar,seqModPar,vrtModPar,Framing ,Social ,LO.1,LO.2,LO.3,LO.4,LO.6,LO.7,LO.8,LO.9
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@55c33e0fc5174be3958758d8f96a4fcf,55c33e0fc5174be3958758d8f96a4fcf,MITxPRO+AMxB+1T2018,problem,Question #5,834,10,4,e9df83ff6ad245eb83d2b6342ae2e88c,65ccea3cb4c84fa49f5b7a84dfce8f04,062211adbb104fa59b4ec78fdffb5f46,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@48e3ef14125b4836bcbbf67491e21713,48e3ef14125b4836bcbbf67491e21713,MITxPRO+AMxB+1T2018,vertical,Equipment,835,4,3,e9df83ff6ad245eb83d2b6342ae2e88c,65ccea3cb4c84fa49f5b7a84dfce8f04,48e3ef14125b4836bcbbf67491e21713,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@abd495a6f2e348afae1693f8b5b81259,abd495a6f2e348afae1693f8b5b81259,MITxPRO+AMxB+1T2018,html,,836,1,4,e9df83ff6ad245eb83d2b6342ae2e88c,65ccea3cb4c84fa49f5b7a84dfce8f04,48e3ef14125b4836bcbbf67491e21713,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@8689cbf217ae4e668201e31c85744919,8689cbf217ae4e668201e31c85744919,MITxPRO+AMxB+1T2018,video,SLM Machine Walkthrough,837,2,4,e9df83ff6ad245eb83d2b6342ae2e88c,65ccea3cb4c84fa49f5b7a84dfce8f04,48e3ef14125b4836bcbbf67491e21713,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@949c7e164acb43188d7cb270d59fb305,949c7e164acb43188d7cb270d59fb305,MITxPRO+AMxB+1T2018,html,,838,3,4,e9df83ff6ad245eb83d2b6342ae2e88c,65ccea3cb4c84fa49f5b7a84dfce8f04,48e3ef14125b4836bcbbf67491e21713,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@87cc87fa8d134b379bd72ceb0d3863d2,87cc87fa8d134b379bd72ceb0d3863d2,MITxPRO+AMxB+1T2018,video,Quad-laser SLM system (Renishaw 500Q),839,4,4,e9df83ff6ad245eb83d2b6342ae2e88c,65ccea3cb4c84fa49f5b7a84dfce8f04,48e3ef14125b4836bcbbf67491e21713,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@fcc9965abdab43b189f8bc1f28e9c7f0,fcc9965abdab43b189f8bc1f28e9c7f0,MITxPRO+AMxB+1T2018,html,,840,5,4,e9df83ff6ad245eb83d2b6342ae2e88c,65ccea3cb4c84fa49f5b7a84dfce8f04,48e3ef14125b4836bcbbf67491e21713,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@15cf99c6e69a49448a859a755a8fef49,15cf99c6e69a49448a859a755a8fef49,MITxPRO+AMxB+1T2018,vertical,"Materials, Microstructure, and Mechanical Properties",841,5,3,e9df83ff6ad245eb83d2b6342ae2e88c,65ccea3cb4c84fa49f5b7a84dfce8f04,15cf99c6e69a49448a859a755a8fef49,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@a67aaef4c52642538086867a9ff4ba99,a67aaef4c52642538086867a9ff4ba99,MITxPRO+AMxB+1T2018,html,,842,1,4,e9df83ff6ad245eb83d2b6342ae2e88c,65ccea3cb4c84fa49f5b7a84dfce8f04,15cf99c6e69a49448a859a755a8fef49,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@0f5113b5f04049f495578c458a032dd4,0f5113b5f04049f495578c458a032dd4,MITxPRO+AMxB+1T2018,html,,843,2,4,e9df83ff6ad245eb83d2b6342ae2e88c,65ccea3cb4c84fa49f5b7a84dfce8f04,15cf99c6e69a49448a859a755a8fef49,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@02c1922963db4602bcd8eb9ddf730b86,02c1922963db4602bcd8eb9ddf730b86,MITxPRO+AMxB+1T2018,html,,844,3,4,e9df83ff6ad245eb83d2b6342ae2e88c,65ccea3cb4c84fa49f5b7a84dfce8f04,15cf99c6e69a49448a859a755a8fef49,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@3ce058e7f9b649c3961921a3b6175659,3ce058e7f9b649c3961921a3b6175659,MITxPRO+AMxB+1T2018,html,,845,4,4,e9df83ff6ad245eb83d2b6342ae2e88c,65ccea3cb4c84fa49f5b7a84dfce8f04,15cf99c6e69a49448a859a755a8fef49,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@e2159516a18840c6a9a8b5c33bbdaeec,e2159516a18840c6a9a8b5c33bbdaeec,MITxPRO+AMxB+1T2018,vertical,Post-Processing,846,6,3,e9df83ff6ad245eb83d2b6342ae2e88c,65ccea3cb4c84fa49f5b7a84dfce8f04,e2159516a18840c6a9a8b5c33bbdaeec,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@658f04ca188c4b5a8e0c08160fd3e59d,658f04ca188c4b5a8e0c08160fd3e59d,MITxPRO+AMxB+1T2018,html,,847,1,4,e9df83ff6ad245eb83d2b6342ae2e88c,65ccea3cb4c84fa49f5b7a84dfce8f04,e2159516a18840c6a9a8b5c33bbdaeec,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@376ab2558d6840b4b65bafeade17b077,376ab2558d6840b4b65bafeade17b077,MITxPRO+AMxB+1T2018,html,,848,2,4,e9df83ff6ad245eb83d2b6342ae2e88c,65ccea3cb4c84fa49f5b7a84dfce8f04,e2159516a18840c6a9a8b5c33bbdaeec,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@18d99b14f8cb4290a54d630cfabc15a9,18d99b14f8cb4290a54d630cfabc15a9,MITxPRO+AMxB+1T2018,html,,849,3,4,e9df83ff6ad245eb83d2b6342ae2e88c,65ccea3cb4c84fa49f5b7a84dfce8f04,e2159516a18840c6a9a8b5c33bbdaeec,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@be884bf9d0ff4ee9bed9298e948bcb6e,be884bf9d0ff4ee9bed9298e948bcb6e,MITxPRO+AMxB+1T2018,html,,850,4,4,e9df83ff6ad245eb83d2b6342ae2e88c,65ccea3cb4c84fa49f5b7a84dfce8f04,e2159516a18840c6a9a8b5c33bbdaeec,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@6d672d08da794867b9cf50897ab3bc0b,6d672d08da794867b9cf50897ab3bc0b,MITxPRO+AMxB+1T2018,html,,851,5,4,e9df83ff6ad245eb83d2b6342ae2e88c,65ccea3cb4c84fa49f5b7a84dfce8f04,e2159516a18840c6a9a8b5c33bbdaeec,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@9affd8ec4e7c485fb104f5d2e6cf607c,9affd8ec4e7c485fb104f5d2e6cf607c,MITxPRO+AMxB+1T2018,html,,852,6,4,e9df83ff6ad245eb83d2b6342ae2e88c,65ccea3cb4c84fa49f5b7a84dfce8f04,e2159516a18840c6a9a8b5c33bbdaeec,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@4c5566bb955b49dcbbc25482709cb77b,4c5566bb955b49dcbbc25482709cb77b,MITxPRO+AMxB+1T2018,html,,853,7,4,e9df83ff6ad245eb83d2b6342ae2e88c,65ccea3cb4c84fa49f5b7a84dfce8f04,e2159516a18840c6a9a8b5c33bbdaeec,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@2aac69840d844b7a8cf6ce6fb6379776,2aac69840d844b7a8cf6ce6fb6379776,MITxPRO+AMxB+1T2018,html,,854,8,4,e9df83ff6ad245eb83d2b6342ae2e88c,65ccea3cb4c84fa49f5b7a84dfce8f04,e2159516a18840c6a9a8b5c33bbdaeec,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@b1d57890863249fe8d6f597edbad4112,b1d57890863249fe8d6f597edbad4112,MITxPRO+AMxB+1T2018,html,,855,9,4,e9df83ff6ad245eb83d2b6342ae2e88c,65ccea3cb4c84fa49f5b7a84dfce8f04,e2159516a18840c6a9a8b5c33bbdaeec,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@4fd8dc6add7346989351500fe8e184fe,4fd8dc6add7346989351500fe8e184fe,MITxPRO+AMxB+1T2018,vertical,Design Guidelines,856,7,3,e9df83ff6ad245eb83d2b6342ae2e88c,65ccea3cb4c84fa49f5b7a84dfce8f04,4fd8dc6add7346989351500fe8e184fe,0,0,0,1,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@6c4de1af411a4fa49e43b982961edcab,6c4de1af411a4fa49e43b982961edcab,MITxPRO+AMxB+1T2018,html,,857,1,4,e9df83ff6ad245eb83d2b6342ae2e88c,65ccea3cb4c84fa49f5b7a84dfce8f04,4fd8dc6add7346989351500fe8e184fe,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@cb0c056dda254d9899f7baf8ab1786d3,cb0c056dda254d9899f7baf8ab1786d3,MITxPRO+AMxB+1T2018,html,,858,2,4,e9df83ff6ad245eb83d2b6342ae2e88c,65ccea3cb4c84fa49f5b7a84dfce8f04,4fd8dc6add7346989351500fe8e184fe,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@sequential+block@b3697a95e4ad4b0c8986de9305c532da,b3697a95e4ad4b0c8986de9305c532da,MITxPRO+AMxB+1T2018,sequential,Electron Beam Melting,859,6,2,e9df83ff6ad245eb83d2b6342ae2e88c,b3697a95e4ad4b0c8986de9305c532da,,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@27549f78ba974bf0a2fbc8cd654a406f,27549f78ba974bf0a2fbc8cd654a406f,MITxPRO+AMxB+1T2018,vertical,Electron Beam Melting,860,1,3,e9df83ff6ad245eb83d2b6342ae2e88c,b3697a95e4ad4b0c8986de9305c532da,27549f78ba974bf0a2fbc8cd654a406f,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@8fa03b1b2994424a877f41676e31bb08,8fa03b1b2994424a877f41676e31bb08,MITxPRO+AMxB+1T2018,html,,861,1,4,e9df83ff6ad245eb83d2b6342ae2e88c,b3697a95e4ad4b0c8986de9305c532da,27549f78ba974bf0a2fbc8cd654a406f,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@12566503221a4f0ba19bd6053bc64688,12566503221a4f0ba19bd6053bc64688,MITxPRO+AMxB+1T2018,video,Electron Beam Melting,862,2,4,e9df83ff6ad245eb83d2b6342ae2e88c,b3697a95e4ad4b0c8986de9305c532da,27549f78ba974bf0a2fbc8cd654a406f,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@befd748553b54479b588fd1a487376d2,befd748553b54479b588fd1a487376d2,MITxPRO+AMxB+1T2018,html,,863,3,4,e9df83ff6ad245eb83d2b6342ae2e88c,b3697a95e4ad4b0c8986de9305c532da,27549f78ba974bf0a2fbc8cd654a406f,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@d184eb6cc23a4ab8936c916e75363796,d184eb6cc23a4ab8936c916e75363796,MITxPRO+AMxB+1T2018,video,Beam Scan Patterns,864,4,4,e9df83ff6ad245eb83d2b6342ae2e88c,b3697a95e4ad4b0c8986de9305c532da,27549f78ba974bf0a2fbc8cd654a406f,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@5903be23ba854b8aa1f21152e2a6c042,5903be23ba854b8aa1f21152e2a6c042,MITxPRO+AMxB+1T2018,html,,865,5,4,e9df83ff6ad245eb83d2b6342ae2e88c,b3697a95e4ad4b0c8986de9305c532da,27549f78ba974bf0a2fbc8cd654a406f,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@sequential+block@045b50dfd519409da23fb706d97fa6ad,045b50dfd519409da23fb706d97fa6ad,MITxPRO+AMxB+1T2018,sequential,Material Jetting,866,7,2,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,,0,0,0,1,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@a721efa121ae4c61a3cd4bb03812652f,a721efa121ae4c61a3cd4bb03812652f,MITxPRO+AMxB+1T2018,vertical,Jetting Fundamentals,867,1,3,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,a721efa121ae4c61a3cd4bb03812652f,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@8946402cfec84b0aa9abf2968a314b27,8946402cfec84b0aa9abf2968a314b27,MITxPRO+AMxB+1T2018,html,,868,1,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,a721efa121ae4c61a3cd4bb03812652f,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@82e497984e324a83912ffd710e782888,82e497984e324a83912ffd710e782888,MITxPRO+AMxB+1T2018,video,Fundamentals of Jetting,869,2,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,a721efa121ae4c61a3cd4bb03812652f,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@8573908c9cc34ce092611b98b3acd7cc,8573908c9cc34ce092611b98b3acd7cc,MITxPRO+AMxB+1T2018,html,,870,3,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,a721efa121ae4c61a3cd4bb03812652f,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@5be83dfa36e0455eb6d2f6cda3cf785c,5be83dfa36e0455eb6d2f6cda3cf785c,MITxPRO+AMxB+1T2018,problem,Question #1,871,4,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,a721efa121ae4c61a3cd4bb03812652f,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@10deb3af4505487d8080932c5f5decd6,10deb3af4505487d8080932c5f5decd6,MITxPRO+AMxB+1T2018,problem,Question #2,872,5,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,a721efa121ae4c61a3cd4bb03812652f,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@56154633f99c4b239ca677aa83e6f779,56154633f99c4b239ca677aa83e6f779,MITxPRO+AMxB+1T2018,problem,Question #3,873,6,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,a721efa121ae4c61a3cd4bb03812652f,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@07651fe1ae7b451d80e4442cb2e354fa,07651fe1ae7b451d80e4442cb2e354fa,MITxPRO+AMxB+1T2018,problem,Question #4,874,7,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,a721efa121ae4c61a3cd4bb03812652f,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@90b3423d3c364d0da3e75cb1e8761be7,90b3423d3c364d0da3e75cb1e8761be7,MITxPRO+AMxB+1T2018,problem,Question #5,875,8,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,a721efa121ae4c61a3cd4bb03812652f,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@b4e335b4d5274f99b44bc7f26a5ff98c,b4e335b4d5274f99b44bc7f26a5ff98c,MITxPRO+AMxB+1T2018,vertical,Polymer Jetting Processes,876,2,3,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,b4e335b4d5274f99b44bc7f26a5ff98c,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@2f080c328b2c4f8abc4b57a6ce2c5896,2f080c328b2c4f8abc4b57a6ce2c5896,MITxPRO+AMxB+1T2018,html,,877,1,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,b4e335b4d5274f99b44bc7f26a5ff98c,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@cacd5806a9254245a8288ca2c82149d4,cacd5806a9254245a8288ca2c82149d4,MITxPRO+AMxB+1T2018,video,Polymer Jetting Processes,878,2,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,b4e335b4d5274f99b44bc7f26a5ff98c,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@752b8f758f9949609122b145aaf8026c,752b8f758f9949609122b145aaf8026c,MITxPRO+AMxB+1T2018,html,,879,3,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,b4e335b4d5274f99b44bc7f26a5ff98c,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@f2e18386ea84488bbaea8b0fab66f2fb,f2e18386ea84488bbaea8b0fab66f2fb,MITxPRO+AMxB+1T2018,html,,880,4,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,b4e335b4d5274f99b44bc7f26a5ff98c,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@ec129cda712c4184863c824e1ae76dea,ec129cda712c4184863c824e1ae76dea,MITxPRO+AMxB+1T2018,html,,881,5,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,b4e335b4d5274f99b44bc7f26a5ff98c,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@75d1c9cd627246dd85e7a493abe06084,75d1c9cd627246dd85e7a493abe06084,MITxPRO+AMxB+1T2018,vertical,Post-Processing,882,3,3,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,75d1c9cd627246dd85e7a493abe06084,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@f1d1cf08839f4d9abcd0fb93a8253bc4,f1d1cf08839f4d9abcd0fb93a8253bc4,MITxPRO+AMxB+1T2018,html,,883,1,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,75d1c9cd627246dd85e7a493abe06084,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@4f242c605dac4c8aadb3757d963ecb84,4f242c605dac4c8aadb3757d963ecb84,MITxPRO+AMxB+1T2018,vertical,Design Guidelines,884,4,3,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,4f242c605dac4c8aadb3757d963ecb84,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@a0d6d2f7082b4433804bd300cdc2ccd8,a0d6d2f7082b4433804bd300cdc2ccd8,MITxPRO+AMxB+1T2018,html,,885,1,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,4f242c605dac4c8aadb3757d963ecb84,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@70f84a2837ba43e294ec4cef93ed382e,70f84a2837ba43e294ec4cef93ed382e,MITxPRO+AMxB+1T2018,html,,886,2,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,4f242c605dac4c8aadb3757d963ecb84,0,0,0,0,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@b37b3fa885c04af0a4362ec3f875c6a4,b37b3fa885c04af0a4362ec3f875c6a4,MITxPRO+AMxB+1T2018,vertical,Metal Jetting,887,5,3,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,b37b3fa885c04af0a4362ec3f875c6a4,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@7475f0990c0f4eb29465ce90105f9e69,7475f0990c0f4eb29465ce90105f9e69,MITxPRO+AMxB+1T2018,html,,888,1,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,b37b3fa885c04af0a4362ec3f875c6a4,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@c53c2e3e79a7426f84607282fddb1844,c53c2e3e79a7426f84607282fddb1844,MITxPRO+AMxB+1T2018,html,,889,2,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,b37b3fa885c04af0a4362ec3f875c6a4,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@dd8fdb37f3ad414487bea545afa487d8,dd8fdb37f3ad414487bea545afa487d8,MITxPRO+AMxB+1T2018,video,Nanoparticle Jetting,890,3,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,b37b3fa885c04af0a4362ec3f875c6a4,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@696987b4520e4e7c85f0e740863d351d,696987b4520e4e7c85f0e740863d351d,MITxPRO+AMxB+1T2018,html,,891,4,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,b37b3fa885c04af0a4362ec3f875c6a4,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@bf7f403ebd4441fd9a2f8064346fccf1,bf7f403ebd4441fd9a2f8064346fccf1,MITxPRO+AMxB+1T2018,html,,892,5,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,b37b3fa885c04af0a4362ec3f875c6a4,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@642a573fa1d847b68e92204efae1d23e,642a573fa1d847b68e92204efae1d23e,MITxPRO+AMxB+1T2018,video,"Cup Print, Vader Systems",893,6,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,b37b3fa885c04af0a4362ec3f875c6a4,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@f39cb1a4f1c64fb597f9dae126e75423,f39cb1a4f1c64fb597f9dae126e75423,MITxPRO+AMxB+1T2018,html,,894,7,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,b37b3fa885c04af0a4362ec3f875c6a4,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@19aca9d0d4a14ee797271d1d7587bdc5,19aca9d0d4a14ee797271d1d7587bdc5,MITxPRO+AMxB+1T2018,problem,Question #1,895,8,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,b37b3fa885c04af0a4362ec3f875c6a4,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@4e2d831a4cfd4277a447627ef1546e9c,4e2d831a4cfd4277a447627ef1546e9c,MITxPRO+AMxB+1T2018,problem,Question #2,896,9,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,b37b3fa885c04af0a4362ec3f875c6a4,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@problem+block@a057d1754a574e24a517ad3a5c3521dd,a057d1754a574e24a517ad3a5c3521dd,MITxPRO+AMxB+1T2018,problem,Question #3,897,10,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,b37b3fa885c04af0a4362ec3f875c6a4,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@ed5ffc5b09ad4b459e9fcdb05fdf8cff,ed5ffc5b09ad4b459e9fcdb05fdf8cff,MITxPRO+AMxB+1T2018,vertical,Advanced Multi-Material Jetting,898,6,3,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,ed5ffc5b09ad4b459e9fcdb05fdf8cff,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@530f8e802b434b9f80d949402ad1b53b,530f8e802b434b9f80d949402ad1b53b,MITxPRO+AMxB+1T2018,html,,899,1,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,ed5ffc5b09ad4b459e9fcdb05fdf8cff,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@36c1ef4d3d0244e8844d737b025506d9,36c1ef4d3d0244e8844d737b025506d9,MITxPRO+AMxB+1T2018,video,Nano Dimension: Printing PCBs,900,2,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,ed5ffc5b09ad4b459e9fcdb05fdf8cff,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@b420a9b148994785be8c70e4eff19257,b420a9b148994785be8c70e4eff19257,MITxPRO+AMxB+1T2018,html,,901,3,4,e9df83ff6ad245eb83d2b6342ae2e88c,045b50dfd519409da23fb706d97fa6ad,ed5ffc5b09ad4b459e9fcdb05fdf8cff,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@sequential+block@6afa70ff24c7452787a876074bec847b,6afa70ff24c7452787a876074bec847b,MITxPRO+AMxB+1T2018,sequential,Binder Jetting,902,8,2,e9df83ff6ad245eb83d2b6342ae2e88c,6afa70ff24c7452787a876074bec847b,,0,0,0,1,0,1,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@vertical+block@8cb5a246440b44c5b9248e6cf51f926e,8cb5a246440b44c5b9248e6cf51f926e,MITxPRO+AMxB+1T2018,vertical,Forming the Powder Bed,903,1,3,e9df83ff6ad245eb83d2b6342ae2e88c,6afa70ff24c7452787a876074bec847b,8cb5a246440b44c5b9248e6cf51f926e,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@html+block@c0c126b664f740499c53acc71fe44eae,c0c126b664f740499c53acc71fe44eae,MITxPRO+AMxB+1T2018,html,,904,1,4,e9df83ff6ad245eb83d2b6342ae2e88c,6afa70ff24c7452787a876074bec847b,8cb5a246440b44c5b9248e6cf51f926e,0,0,0,1,0,0,0,0,0,0
block-v1:MITxPRO+AMxB+1T2018+type@video+block@b95b5dc87768404ab420f58a3d444006,b95b5dc87768404ab420f58a3d444006,MITxPRO+AMxB+1T2018,video,Forming the Powder Bed,905,2,4,e9df83ff6ad245eb83d2b6342ae2e88c,6afa70ff24c7452787a876074bec847b,8cb5a246440b44c5b9248e6cf51f926e,0,0,0,1,0,0,0,0,0,0
